Company_Name,Ticker,Sector,Year Analyzed,Date Ending,Current Price,Total Revenue,Net Income,EBIT,OCF,FCF,ROE,ROCE,Tax Rate,Capex,D&A,Total Debt,Shares,Current Assets,Current Liabilities,Sentiment,Leadership,CapitalAllocation,Governance,Communication,Stability,MarketTrust,FinalManagementScore,Revenue_YoY_Growth_%,Profit_YoY_Growth_%
Godawari Power & Ispat Ltd,GPIL.NS,Basic Materials,2024,2024-03-31,299.1,54464581000.0,9353421000.0,12778201000.0,10444377000.0,6217071000.0,0.208,0.7691,0.2550932550557543,4227306000.0,1413098000.0,516270000.0,650225910,24067002000.0,7452066000.0,0.4,8,6,7,6,7,6,68.0,-5.2,17.89
Godawari Power & Ispat Ltd,GPIL.NS,Basic Materials,2023,2023-03-31,298.8,57450074000.0,7934019000.0,10978659000.0,9934079000.0,5377382000.0,0.2032,0.7984,0.2671555559496771,4556697000.0,1235360000.0,3166831000.0,650225910,23227482000.0,9476517000.0
Godawari Power & Ispat Ltd,GPIL.NS,Basic Materials,2022,2022-03-31,298.8,53490377000.0,14666658000.0,19451127000.0,13303434000.0,7171649000.0,0.4428,1.7217,0.23338413172895311,6131785000.0,1046968000.0,4284656000.0,650225910,23788813000.0,12490977000.0
